                               Labor Force Data by County, 2009 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN2715300000000   27     153   Todd County, MN                                   2009        12,576       11,418      1,158      9.2
CN2715500000000   27     155   Traverse County, MN                               2009         1,797        1,673        124      6.9
CN2715700000000   27     157   Wabasha County, MN                                2009        12,295       11,330        965      7.8
CN2715900000000   27     159   Wadena County, MN                                 2009         6,587        5,846        741     11.2
CN2716100000000   27     161   Waseca County, MN                                 2009        10,524        9,634        890      8.5
CN2716300000000   27     163   Washington County, MN                             2009       129,221      119,557      9,664      7.5
CN2716500000000   27     165   Watonwan County, MN                               2009         5,604        5,093        511      9.1
CN2716700000000   27     167   Wilkin County, MN                                 2009         3,553        3,355        198      5.6
CN2716900000000   27     169   Winona County, MN                                 2009        28,962       26,674      2,288      7.9
CN2717100000000   27     171   Wright County, MN                                 2009        68,321       62,005      6,316      9.2
CN2717300000000   27     173   Yellow Medicine County, MN                        2009         5,888        5,497        391      6.6
CN2800100000000   28     001   Adams County, MS                                  2009        13,019       11,837      1,182      9.1
CN2800300000000   28     003   Alcorn County, MS                                 2009        15,115       13,334      1,781     11.8
CN2800500000000   28     005   Amite County, MS                                  2009         5,031        4,499        532     10.6
CN2800700000000   28     007   Attala County, MS                                 2009         7,048        6,113        935     13.3
CN2800900000000   28     009   Benton County, MS                                 2009         2,833        2,434        399     14.1
CN2801100000000   28     011   Bolivar County, MS                                2009        14,981       13,402      1,579     10.5
CN2801300000000   28     013   Calhoun County, MS                                2009         5,960        5,304        656     11.0
CN2801500000000   28     015   Carroll County, MS                                2009         4,819        4,304        515     10.7
CN2801700000000   28     017   Chickasaw County, MS                              2009         7,218        6,266        952     13.2
CN2801900000000   28     019   Choctaw County, MS                                2009         3,383        2,973        410     12.1
CN2802100000000   28     021   Claiborne County, MS                              2009         3,733        3,154        579     15.5
CN2802300000000   28     023   Clarke County, MS                                 2009         6,796        6,046        750     11.0
CN2802500000000   28     025   Clay County, MS                                   2009         7,260        5,977      1,283     17.7
CN2802700000000   28     027   Coahoma County, MS                                2009        10,078        8,865      1,213     12.0
CN2802900000000   28     029   Copiah County, MS                                 2009        11,919       10,711      1,208     10.1
CN2803100000000   28     031   Covington County, MS                              2009         8,732        8,017        715      8.2
CN2803300000000   28     033   DeSoto County, MS                                 2009        77,597       72,103      5,494      7.1
CN2803500000000   28     035   Forrest County, MS                                2009        36,927       34,048      2,879      7.8
CN2803700000000   28     037   Franklin County, MS                               2009         3,045        2,708        337     11.1
CN2803900000000   28     039   George County, MS                                 2009         9,538        8,587        951     10.0
CN2804100000000   28     041   Greene County, MS                                 2009         4,908        4,343        565     11.5
CN2804300000000   28     043   Grenada County, MS                                2009         9,093        7,984      1,109     12.2
CN2804500000000   28     045   Hancock County, MS                                2009        18,396       16,936      1,460      7.9
CN2804700000000   28     047   Harrison County, MS                               2009        86,187       79,614      6,573      7.6
CN2804900000000   28     049   Hinds County, MS                                  2009       115,412      105,953      9,459      8.2
CN2805100000000   28     051   Holmes County, MS                                 2009         7,065        5,717      1,348     19.1
CN2805300000000   28     053   Humphreys County, MS                              2009         4,222        3,694        528     12.5
CN2805500000000   28     055   Issaquena County, MS                              2009           672          596         76     11.3
CN2805700000000   28     057   Itawamba County, MS                               2009         9,753        8,636      1,117     11.5
CN2805900000000   28     059   Jackson County, MS                                2009        61,593       56,532      5,061      8.2
CN2806100000000   28     061   Jasper County, MS                                 2009         7,218        6,455        763     10.6
CN2806300000000   28     063   Jefferson County, MS                              2009         2,848        2,376        472     16.6
CN2806500000000   28     065   Jefferson Davis County, MS                        2009         5,217        4,675        542     10.4
CN2806700000000   28     067   Jones County, MS                                  2009        29,999       27,779      2,220      7.4
CN2806900000000   28     069   Kemper County, MS                                 2009         3,925        3,435        490     12.5
CN2807100000000   28     071   Lafayette County, MS                              2009        21,832       20,100      1,732      7.9
CN2807300000000   28     073   Lamar County, MS                                  2009        23,933       22,343      1,590      6.6
CN2807500000000   28     075   Lauderdale County, MS                             2009        32,895       29,797      3,098      9.4
CN2807700000000   28     077   Lawrence County, MS                               2009         5,210        4,632        578     11.1
CN2807900000000   28     079   Leake County, MS                                  2009         8,578        7,791        787      9.2
CN2808100000000   28     081   Lee County, MS                                    2009        37,331       33,427      3,904     10.5
CN2808300000000   28     083   Leflore County, MS                                2009        13,209       11,561      1,648     12.5
CN2808500000000   28     085   Lincoln County, MS                                2009        13,813       12,404      1,409     10.2
CN2808700000000   28     087   Lowndes County, MS                                2009        25,407       22,732      2,675     10.5
CN2808900000000   28     089   Madison County, MS                                2009        46,276       43,119      3,157      6.8
CN2809100000000   28     091   Marion County, MS                                 2009        10,457        9,398      1,059     10.1
CN2809300000000   28     093   Marshall County, MS                               2009        14,946       13,193      1,753     11.7
CN2809500000000   28     095   Monroe County, MS                                 2009        15,739       13,580      2,159     13.7
CN2809700000000   28     097   Montgomery County, MS                             2009         4,575        3,942        633     13.8
CN2809900000000   28     099   Neshoba County, MS                                2009        13,557       12,311      1,246      9.2
CN2810100000000   28     101   Newton County, MS                                 2009         9,185        8,346        839      9.1
CN2810300000000   28     103   Noxubee County, MS                                2009         3,740        3,050        690     18.4
CN2810500000000   28     105   Oktibbeha County, MS                              2009        20,173       18,412      1,761      8.7
CN2810700000000   28     107   Panola County, MS                                 2009        14,777       12,979      1,798     12.2
CN2810900000000   28     109   Pearl River County, MS                            2009        21,266       19,355      1,911      9.0
CN2811100000000   28     111   Perry County, MS                                  2009         4,926        4,400        526     10.7
CN2811300000000   28     113   Pike County, MS                                   2009        15,274       13,738      1,536     10.1
CN2811500000000   28     115   Pontotoc County, MS                               2009        12,912       11,602      1,310     10.1
CN2811700000000   28     117   Prentiss County, MS                               2009        10,993        9,585      1,408     12.8
CN2811900000000   28     119   Quitman County, MS                                2009         3,487        3,057        430     12.3
CN2812100000000   28     121   Rankin County, MS                                 2009        73,830       69,417      4,413      6.0
CN2812300000000   28     123   Scott County, MS                                  2009        13,636       12,686        950      7.0
CN2812500000000   28     125   Sharkey County, MS                                2009         2,420        2,161        259     10.7
CN2812700000000   28     127   Simpson County, MS                                2009        11,478       10,498        980      8.5
CN2812900000000   28     129   Smith County, MS                                  2009         6,387        5,806        581      9.1
CN2813100000000   28     131   Stone County, MS                                  2009         7,885        7,262        623      7.9
CN2813300000000   28     133   Sunflower County, MS                              2009        10,425        9,105      1,320     12.7
CN2813500000000   28     135   Tallahatchie County, MS                           2009         5,966        5,302        664     11.1
CN2813700000000   28     137   Tate County, MS                                   2009        11,635       10,397      1,238     10.6
CN2813900000000   28     139   Tippah County, MS                                 2009         8,467        7,228      1,239     14.6
CN2814100000000   28     141   Tishomingo County, MS                             2009         7,670        6,716        954     12.4
CN2814300000000   28     143   Tunica County, MS                                 2009         4,343        3,715        628     14.5
CN2814500000000   28     145   Union County, MS                                  2009        11,734       10,525      1,209     10.3
CN2814700000000   28     147   Walthall County, MS                               2009         5,687        5,045        642     11.3
CN2814900000000   28     149   Warren County, MS                                 2009        21,762       19,640      2,122      9.8
CN2815100000000   28     151   Washington County, MS                             2009        21,747       18,807      2,940     13.5
CN2815300000000   28     153   Wayne County, MS                                  2009         8,266        7,379        887     10.7
CN2815500000000   28     155   Webster County, MS                                2009         3,457        2,985        472     13.7
CN2815700000000   28     157   Wilkinson County, MS                              2009         3,939        3,517        422     10.7
CN2815900000000   28     159   Winston County, MS                                2009         7,731        6,438      1,293     16.7
CN2816100000000   28     161   Yalobusha County, MS                              2009         5,530        4,753        777     14.1
CN2816300000000   28     163   Yazoo County, MS                                  2009        10,114        8,941      1,173     11.6
CN2900100000000   29     001   Adair County, MO                                  2009        13,675       12,759        916      6.7
CN2900300000000   29     003   Andrew County, MO                                 2009        10,218        9,419        799      7.8
CN2900500000000   29     005   Atchison County, MO                               2009         3,251        3,008        243      7.5
CN2900700000000   29     007   Audrain County, MO                                2009        12,239       11,077      1,162      9.5
CN2900900000000   29     009   Barry County, MO                                  2009        17,477       16,017      1,460      8.4
CN2901100000000   29     011   Barton County, MO                                 2009         5,277        4,706        571     10.8
CN2901300000000   29     013   Bates County, MO                                  2009         7,596        6,774        822     10.8
CN2901500000000   29     015   Benton County, MO                                 2009         8,337        7,493        844     10.1
CN2901700000000   29     017   Bollinger County, MO                              2009         5,629        5,040        589     10.5
CN2901900000000   29     019   Boone County, MO                                  2009        88,554       82,881      5,673      6.4
CN2902100000000   29     021   Buchanan County, MO                               2009        49,861       45,567      4,294      8.6
CN2902300000000   29     023   Butler County, MO                                 2009        21,620       19,848      1,772      8.2
CN2902500000000   29     025   Caldwell County, MO                               2009         4,190        3,775        415      9.9
CN2902700000000   29     027   Callaway County, MO                               2009        23,019       21,132      1,887      8.2
CN2902900000000   29     029   Camden County, MO                                 2009        22,225       20,032      2,193      9.9
CN2903100000000   29     031   Cape Girardeau County, MO                         2009        38,937       36,060      2,877      7.4
CN2903300000000   29     033   Carroll County, MO                                2009         5,124        4,581        543     10.6
CN2903500000000   29     035   Carter County, MO                                 2009         3,121        2,811        310      9.9
CN2903700000000   29     037   Cass County, MO                                   2009        50,401       45,509      4,892      9.7
CN2903900000000   29     039   Cedar County, MO                                  2009         6,346        5,756        590      9.3
CN2904100000000   29     041   Chariton County, MO                               2009         4,068        3,665        403      9.9
CN2904300000000   29     043   Christian County, MO                              2009        40,860       37,448      3,412      8.4
CN2904500000000   29     045   Clark County, MO                                  2009         3,601        3,162        439     12.2
CN2904700000000   29     047   Clay County, MO                                   2009       121,353      110,983     10,370      8.5
CN2904900000000   29     049   Clinton County, MO                                2009        10,182        9,168      1,014     10.0
CN2905100000000   29     051   Cole County, MO                                   2009        40,740       37,918      2,822      6.9
CN2905300000000   29     053   Cooper County, MO                                 2009         9,160        8,332        828      9.0
CN2905500000000   29     055   Crawford County, MO                               2009        12,299       10,924      1,375     11.2
CN2905700000000   29     057   Dade County, MO                                   2009         3,585        3,263        322      9.0
CN2905900000000   29     059   Dallas County, MO                                 2009         7,359        6,487        872     11.8
CN2906100000000   29     061   Daviess County, MO                                2009         3,896        3,544        352      9.0
CN2906300000000   29     063   DeKalb County, MO                                 2009         5,193        4,695        498      9.6
CN2906500000000   29     065   Dent County, MO                                   2009         6,873        6,209        664      9.7
CN2906700000000   29     067   Douglas County, MO                                2009         6,783        6,172        611      9.0
CN2906900000000   29     069   Dunklin County, MO                                2009        15,000       13,365      1,635     10.9
CN2907100000000   29     071   Franklin County, MO                               2009        54,006       47,400      6,606     12.2
CN2907300000000   29     073   Gasconade County, MO                              2009         8,044        7,099        945     11.7
CN2907500000000   29     075   Gentry County, MO                                 2009         3,608        3,377        231      6.4
CN2907700000000   29     077   Greene County, MO                                 2009       140,371      128,425     11,946      8.5
CN2907900000000   29     079   Grundy County, MO                                 2009         4,947        4,561        386      7.8
CN2908100000000   29     081   Harrison County, MO                               2009         4,639        4,279        360      7.8
CN2908300000000   29     083   Henry County, MO                                  2009        11,024        9,955      1,069      9.7
CN2908500000000   29     085   Hickory County, MO                                2009         3,537        3,055        482     13.6
CN2908700000000   29     087   Holt County, MO                                   2009         2,801        2,600        201      7.2
CN2908900000000   29     089   Howard County, MO                                 2009         5,139        4,699        440      8.6
CN2909100000000   29     091   Howell County, MO                                 2009        19,961       18,000      1,961      9.8
CN2909300000000   29     093   Iron County, MO                                   2009         5,808        5,288        520      9.0
CN2909500000000   29     095   Jackson County, MO                                2009       346,005      310,262     35,743     10.3
CN2909700000000   29     097   Jasper County, MO                                 2009        58,209       53,386      4,823      8.3
CN2909900000000   29     099   Jefferson County, MO                              2009       118,001      105,316     12,685     10.7
CN2910100000000   29     101   Johnson County, MO                                2009        26,340       24,080      2,260      8.6
CN2910300000000   29     103   Knox County, MO                                   2009         2,355        2,211        144      6.1
CN2910500000000   29     105   Laclede County, MO                                2009        16,644       14,527      2,117     12.7
CN2910700000000   29     107   Lafayette County, MO                              2009        15,966       14,387      1,579      9.9
CN2910900000000   29     109   Lawrence County, MO                               2009        19,221       17,598      1,623      8.4
CN2911100000000   29     111   Lewis County, MO                                  2009         5,506        5,044        462      8.4
CN2911300000000   29     113   Lincoln County, MO                                2009        27,613       24,291      3,322     12.0
CN2911500000000   29     115   Linn County, MO                                   2009         6,674        6,028        646      9.7
CN2911700000000   29     117   Livingston County, MO                             2009         7,406        6,825        581      7.8
CN2911900000000   29     119   McDonald County, MO                               2009        10,716        9,869        847      7.9
CN2912100000000   29     121   Macon County, MO                                  2009         8,262        7,552        710      8.6
CN2912300000000   29     123   Madison County, MO                                2009         6,307        5,649        658     10.4
CN2912500000000   29     125   Maries County, MO                                 2009         4,852        4,454        398      8.2
CN2912700000000   29     127   Marion County, MO                                 2009        15,037       13,596      1,441      9.6
CN2912900000000   29     129   Mercer County, MO                                 2009         1,770        1,639        131      7.4
CN2913100000000   29     131   Miller County, MO                                 2009        12,895       11,368      1,527     11.8
CN2913300000000   29     133   Mississippi County, MO                            2009         6,216        5,670        546      8.8
CN2913500000000   29     135   Moniteau County, MO                               2009         7,503        6,880        623      8.3
CN2913700000000   29     137   Monroe County, MO                                 2009         4,262        3,701        561     13.2
CN2913900000000   29     139   Montgomery County, MO                             2009         6,150        5,412        738     12.0
CN2914100000000   29     141   Morgan County, MO                                 2009         9,359        8,164      1,195     12.8
CN2914300000000   29     143   New Madrid County, MO                             2009         8,529        7,721        808      9.5
CN2914500000000   29     145   Newton County, MO                                 2009        27,906       25,614      2,292      8.2
CN2914700000000   29     147   Nodaway County, MO                                2009        12,806       11,975        831      6.5
CN2914900000000   29     149   Oregon County, MO                                 2009         4,692        4,256        436      9.3
CN2915100000000   29     151   Osage County, MO                                  2009         7,373        6,867        506      6.9
CN2915300000000   29     153   Ozark County, MO                                  2009         4,530        4,156        374      8.3
CN2915500000000   29     155   Pemiscot County, MO                               2009         8,571        7,547      1,024     11.9
CN2915700000000   29     157   Perry County, MO                                  2009        10,651        9,888        763      7.2
CN2915900000000   29     159   Pettis County, MO                                 2009        20,843       18,995      1,848      8.9
CN2916100000000   29     161   Phelps County, MO                                 2009        22,162       20,521      1,641      7.4
CN2916300000000   29     163   Pike County, MO                                   2009         9,340        8,477        863      9.2
CN2916500000000   29     165   Platte County, MO                                 2009        50,149       46,230      3,919      7.8
CN2916700000000   29     167   Polk County, MO                                   2009        14,259       12,813      1,446     10.1
CN2916900000000   29     169   Pulaski County, MO                                2009        20,976       19,453      1,523      7.3
CN2917100000000   29     171   Putnam County, MO                                 2009         2,510        2,323        187      7.5
CN2917300000000   29     173   Ralls County, MO                                  2009         5,636        5,133        503      8.9
CN2917500000000   29     175   Randolph County, MO                               2009        13,296       11,858      1,438     10.8
CN2917700000000   29     177   Ray County, MO                                    2009        11,138       10,002      1,136     10.2
CN2917900000000   29     179   Reynolds County, MO                               2009         2,834        2,458        376     13.3
CN2918100000000   29     181   Ripley County, MO                                 2009         6,811        6,161        650      9.5
CN2918300000000   29     183   St. Charles County, MO                            2009       197,188      180,133     17,055      8.6
CN2918500000000   29     185   St. Clair County, MO                              2009         4,274        3,849        425      9.9
CN2918600000000   29     186   Ste. Genevieve County, MO                         2009        10,167        9,197        970      9.5
CN2918700000000   29     187   St. Francois County, MO                           2009        30,708       27,273      3,435     11.2
CN2918900000000   29     189   St. Louis County, MO                              2009       517,823      470,671     47,152      9.1
CN2919500000000   29     195   Saline County, MO                                 2009        11,924       10,982        942      7.9
CN2919700000000   29     197   Schuyler County, MO                               2009         2,182        2,006        176      8.1
CN2919900000000   29     199   Scotland County, MO                               2009         2,509        2,306        203      8.1
CN2920100000000   29     201   Scott County, MO                                  2009        20,534       18,683      1,851      9.0
CN2920300000000   29     203   Shannon County, MO                                2009         3,779        3,311        468     12.4
CN2920500000000   29     205   Shelby County, MO                                 2009         3,322        3,024        298      9.0
CN2920700000000   29     207   Stoddard County, MO                               2009        15,279       13,795      1,484      9.7
CN2920900000000   29     209   Stone County, MO                                  2009        16,193       14,197      1,996     12.3
CN2921100000000   29     211   Sullivan County, MO                               2009         3,644        3,394        250      6.9
CN2921300000000   29     213   Taney County, MO                                  2009        28,439       24,941      3,498     12.3
CN2921500000000   29     215   Texas County, MO                                  2009        11,227       10,177      1,050      9.4
CN2921700000000   29     217   Vernon County, MO                                 2009         9,411        8,663        748      7.9
CN2921900000000   29     219   Warren County, MO                                 2009        16,847       14,905      1,942     11.5
CN2922100000000   29     221   Washington County, MO                             2009        10,166        8,697      1,469     14.5
CN2922300000000   29     223   Wayne County, MO                                  2009         6,069        5,510        559      9.2
CN2922500000000   29     225   Webster County, MO                                2009        16,900       15,241      1,659      9.8
CN2922700000000   29     227   Worth County, MO                                  2009         1,154        1,066         88      7.6
CN2922900000000   29     229   Wright County, MO                                 2009         8,299        7,441        858     10.3
CN2951000000000   29     510   St. Louis city, MO                                2009       159,417      140,544     18,873     11.8
CN3000100000000   30     001   Beaverhead County, MT                             2009         5,109        4,885        224      4.4
CN3000300000000   30     003   Big Horn County, MT                               2009         5,142        4,710        432      8.4
CN3000500000000   30     005   Blaine County, MT                                 2009         2,852        2,723        129      4.5
CN3000700000000   30     007   Broadwater County, MT                             2009         2,375        2,214        161      6.8
CN3000900000000   30     009   Carbon County, MT                                 2009         5,192        4,931        261      5.0
CN3001100000000   30     011   Carter County, MT                                 2009           710          687         23      3.2
CN3001300000000   30     013   Cascade County, MT                                2009        40,185       38,269      1,916      4.8
CN3001500000000   30     015   Chouteau County, MT                               2009         2,568        2,477         91      3.5
CN3001700000000   30     017   Custer County, MT                                 2009         5,788        5,539        249      4.3
CN3001900000000   30     019   Daniels County, MT                                2009           774          746         28      3.6
CN3002100000000   30     021   Dawson County, MT                                 2009         4,324        4,144        180      4.2
CN3002300000000   30     023   Deer Lodge County, MT                             2009         3,883        3,624        259      6.7
CN3002500000000   30     025   Fallon County, MT                                 2009         1,879        1,827         52      2.8
CN3002700000000   30     027   Fergus County, MT                                 2009         5,979        5,692        287      4.8
CN3002900000000   30     029   Flathead County, MT                               2009        43,793       39,221      4,572     10.4
CN3003100000000   30     031   Gallatin County, MT                               2009        48,226       45,274      2,952      6.1
CN3003300000000   30     033   Garfield County, MT                               2009           647          626         21      3.2
CN3003500000000   30     035   Glacier County, MT                                2009         5,677        5,211        466      8.2
CN3003700000000   30     037   Golden Valley County, MT                          2009           548          523         25      4.6
CN3003900000000   30     039   Granite County, MT                                2009         1,231        1,118        113      9.2
CN3004100000000   30     041   Hill County, MT                                   2009         8,121        7,730        391      4.8
CN3004300000000   30     043   Jefferson County, MT                              2009         5,965        5,631        334      5.6
CN3004500000000   30     045   Judith Basin County, MT                           2009         1,059        1,010         49      4.6
CN3004700000000   30     047   Lake County, MT                                   2009        11,236       10,320        916      8.2
CN3004900000000   30     049   Lewis and Clark County, MT                        2009        33,595       32,105      1,490      4.4
CN3005100000000   30     051   Liberty County, MT                                2009           745          717         28      3.8
CN3005300000000   30     053   Lincoln County, MT                                2009         7,709        6,702      1,007     13.1
CN3005500000000   30     055   McCone County, MT                                 2009         1,008          980         28      2.8
CN3005700000000   30     057   Madison County, MT                                2009         4,157        3,926        231      5.6
CN3005900000000   30     059   Meagher County, MT                                2009           844          781         63      7.5
CN3006100000000   30     061   Mineral County, MT                                2009         1,885        1,711        174      9.2
CN3006300000000   30     063   Missoula County, MT                               2009        58,036       54,811      3,225      5.6
CN3006500000000   30     065   Musselshell County, MT                            2009         2,408        2,267        141      5.9
CN3006700000000   30     067   Park County, MT                                   2009         8,473        7,877        596      7.0
CN3006900000000   30     069   Petroleum County, MT                              2009           233          222         11      4.7
CN3007100000000   30     071   Phillips County, MT                               2009         2,213        2,103        110      5.0
CN3007300000000   30     073   Pondera County, MT                                2009         2,543        2,404        139      5.5
CN3007500000000   30     075   Powder River County, MT                           2009           893          861         32      3.6
CN3007700000000   30     077   Powell County, MT                                 2009         2,675        2,461        214      8.0
CN3007900000000   30     079   Prairie County, MT                                2009           585          564         21      3.6
CN3008100000000   30     081   Ravalli County, MT                                2009        17,981       16,523      1,458      8.1
CN3008300000000   30     083   Richland County, MT                               2009         5,430        5,204        226      4.2
CN3008500000000   30     085   Roosevelt County, MT                              2009         3,976        3,704        272      6.8
CN3008700000000   30     087   Rosebud County, MT                                2009         3,992        3,754        238      6.0
CN3008900000000   30     089   Sanders County, MT                                2009         4,426        3,816        610     13.8
CN3009100000000   30     091   Sheridan County, MT                               2009         1,771        1,704         67      3.8
CN3009300000000   30     093   Silver Bow County, MT                             2009        17,041       16,098        943      5.5
CN3009500000000   30     095   Stillwater County, MT                             2009         4,421        4,182        239      5.4
CN3009700000000   30     097   Sweet Grass County, MT                            2009         2,399        2,302         97      4.0
CN3009900000000   30     099   Teton County, MT                                  2009         2,993        2,863        130      4.3
CN3010100000000   30     101   Toole County, MT                                  2009         2,500        2,405         95      3.8
CN3010300000000   30     103   Treasure County, MT                               2009           397          379         18      4.5
CN3010500000000   30     105   Valley County, MT                                 2009         3,551        3,388        163      4.6
CN3010700000000   30     107   Wheatland County, MT                              2009         1,032          980         52      5.0
CN3010900000000   30     109   Wibaux County, MT                                 2009           569          545         24      4.2
CN3011100000000   30     111   Yellowstone County, MT                            2009        81,067       77,537      3,530      4.4
CN3100100000000   31     001   Adams County, NE                                  2009        17,483       16,593        890      5.1
CN3100300000000   31     003   Antelope County, NE                               2009         3,715        3,575        140      3.8
CN3100500000000   31     005   Arthur County, NE                                 2009           241          227         14      5.8
CN3100700000000   31     007   Banner County, NE                                 2009           349          337         12      3.4
CN3100900000000   31     009   Blaine County, NE                                 2009           259          245         14      5.4
CN3101100000000   31     011   Boone County, NE                                  2009         3,320        3,206        114      3.4
CN3101300000000   31     013   Box Butte County, NE                              2009         5,607        5,234        373      6.7
CN3101500000000   31     015   Boyd County, NE                                   2009         1,125        1,081         44      3.9
CN3101700000000   31     017   Brown County, NE                                  2009         1,827        1,770         57      3.1
CN3101900000000   31     019   Buffalo County, NE                                2009        27,527       26,524      1,003      3.6
CN3102100000000   31     021   Burt County, NE                                   2009         3,974        3,751        223      5.6
CN3102300000000   31     023   Butler County, NE                                 2009         4,720        4,521        199      4.2
CN3102500000000   31     025   Cass County, NE                                   2009        13,655       12,937        718      5.3
CN3102700000000   31     027   Cedar County, NE                                  2009         4,812        4,636        176      3.7
CN3102900000000   31     029   Chase County, NE                                  2009         2,069        2,009         60      2.9
CN3103100000000   31     031   Cherry County, NE                                 2009         3,468        3,376         92      2.7
CN3103300000000   31     033   Cheyenne County, NE                               2009         5,142        4,912        230      4.5
CN3103500000000   31     035   Clay County, NE                                   2009         3,013        2,881        132      4.4
CN3103700000000   31     037   Colfax County, NE                                 2009         5,745        5,530        215      3.7
CN3103900000000   31     039   Cuming County, NE                                 2009         4,959        4,769        190      3.8
CN3104100000000   31     041   Custer County, NE                                 2009         6,156        5,951        205      3.3
CN3104300000000   31     043   Dakota County, NE                                 2009        11,082       10,408        674      6.1
CN3104500000000   31     045   Dawes County, NE                                  2009         4,738        4,528        210      4.4
CN3104700000000   31     047   Dawson County, NE                                 2009        12,550       11,965        585      4.7
CN3104900000000   31     049   Deuel County, NE                                  2009         1,064        1,022         42      3.9
CN3105100000000   31     051   Dixon County, NE                                  2009         3,311        3,155        156      4.7
CN3105300000000   31     053   Dodge County, NE                                  2009        19,759       18,755      1,004      5.1
CN3105500000000   31     055   Douglas County, NE                                2009       273,063      258,871     14,192      5.2
CN3105700000000   31     057   Dundy County, NE                                  2009         1,059        1,017         42      4.0
CN3105900000000   31     059   Fillmore County, NE                               2009         3,178        3,047        131      4.1
CN3106100000000   31     061   Franklin County, NE                               2009         1,776        1,706         70      3.9
CN3106300000000   31     063   Frontier County, NE                               2009         1,644        1,592         52      3.2
CN3106500000000   31     065   Furnas County, NE                                 2009         2,545        2,451         94      3.7
CN3106700000000   31     067   Gage County, NE                                   2009        11,940       11,189        751      6.3
CN3106900000000   31     069   Garden County, NE                                 2009           956          915         41      4.3
CN3107100000000   31     071   Garfield County, NE                               2009         1,079        1,047         32      3.0
CN3107300000000   31     073   Gosper County, NE                                 2009           969          931         38      3.9
CN3107500000000   31     075   Grant County, NE                                  2009           366          353         13      3.6
CN3107700000000   31     077   Greeley County, NE                                2009         1,322        1,275         47      3.6
CN3107900000000   31     079   Hall County, NE                                   2009        31,970       30,605      1,365      4.3
CN3108100000000   31     081   Hamilton County, NE                               2009         5,496        5,316        180      3.3
CN3108300000000   31     083   Harlan County, NE                                 2009         1,862        1,792         70      3.8
CN3108500000000   31     085   Hayes County, NE                                  2009           490          470         20      4.1
CN3108700000000   31     087   Hitchcock County, NE                              2009         1,482        1,400         82      5.5
CN3108900000000   31     089   Holt County, NE                                   2009         6,199        6,005        194      3.1
CN3109100000000   31     091   Hooker County, NE                                 2009           409          388         21      5.1
CN3109300000000   31     093   Howard County, NE                                 2009         3,591        3,458        133      3.7
CN3109500000000   31     095   Jefferson County, NE                              2009         4,274        4,066        208      4.9
CN3109700000000   31     097   Johnson County, NE                                2009         3,012        2,885        127      4.2
CN3109900000000   31     099   Kearney County, NE                                2009         3,602        3,461        141      3.9
CN3110100000000   31     101   Keith County, NE                                  2009         4,441        4,240        201      4.5
CN3110300000000   31     103   Keya Paha County, NE                              2009           395          376         19      4.8
CN3110500000000   31     105   Kimball County, NE                                2009         1,911        1,819         92      4.8
CN3110700000000   31     107   Knox County, NE                                   2009         4,828        4,654        174      3.6
CN3110900000000   31     109   Lancaster County, NE                              2009       159,692      152,752      6,940      4.3
CN3111100000000   31     111   Lincoln County, NE                                2009        21,682       20,808        874      4.0
CN3111300000000   31     113   Logan County, NE                                  2009           455          441         14      3.1
CN3111500000000   31     115   Loup County, NE                                   2009           334          317         17      5.1
CN3111700000000   31     117   McPherson County, NE                              2009           290          279         11      3.8
CN3111900000000   31     119   Madison County, NE                                2009        18,815       17,991        824      4.4
CN3112100000000   31     121   Merrick County, NE                                2009         4,152        3,977        175      4.2
CN3112300000000   31     123   Morrill County, NE                                2009         2,844        2,723        121      4.3
CN3112500000000   31     125   Nance County, NE                                  2009         2,136        2,065         71      3.3
CN3112700000000   31     127   Nemaha County, NE                                 2009         3,412        3,231        181      5.3
CN3112900000000   31     129   Nuckolls County, NE                               2009         2,298        2,193        105      4.6
CN3113100000000   31     131   Otoe County, NE                                   2009         8,895        8,449        446      5.0
CN3113300000000   31     133   Pawnee County, NE                                 2009         1,536        1,479         57      3.7
CN3113500000000   31     135   Perkins County, NE                                2009         1,695        1,643         52      3.1
CN3113700000000   31     137   Phelps County, NE                                 2009         5,178        4,993        185      3.6
CN3113900000000   31     139   Pierce County, NE                                 2009         3,849        3,695        154      4.0
CN3114100000000   31     141   Platte County, NE                                 2009        18,245       17,493        752      4.1
CN3114300000000   31     143   Polk County, NE                                   2009         3,028        2,914        114      3.8
CN3114500000000   31     145   Red Willow County, NE                             2009         6,060        5,786        274      4.5
CN3114700000000   31     147   Richardson County, NE                             2009         4,193        3,938        255      6.1
CN3114900000000   31     149   Rock County, NE                                   2009           872          846         26      3.0
